88,1120,89,198.45.52.0,None,0,0
89,12,90,None,None,1,78
89,11,90,None,None,0,0
89,1000,90,23.246.0.0,None,0,0
89,1120,90,198.45.52.0,None,0,0
90,12,91,None,None,8,624
90,11,91,None,None,0,0
90,1000,91,23.246.0.0,None,0,0
90,1120,91,198.45.52.0,None,0,0
91,12,92,None,None,2,126
91,11,92,None,None,2,163
91,1000,92,23.246.0.0,None,0,0
91,1120,92,198.45.52.0,None,0,0
92,12,93,None,None,2,120
92,11,93,None,None,0,0
92,1000,93,23.246.0.0,None,0,0
92,1120,93,198.45.52.0,None,0,0
93,12,94,None,None,7,504
93,11,94,None,None,5,488
93,1000,94,23.246.0.0,None,0,0
93,1120,94,198.45.52.0,None,0,0
94,12,95,None,None,13,930
94,11,95,None,None,2,163
94,1000,95,23.246.0.0,None,0,0
94,1120,95,198.45.52.0,None,0,0
95,12,96,None,None,5,390
95,11,96,None,None,0,0
95,1000,96,23.246.0.0,None,0,0
95,1120,96,198.45.52.0,None,0,0
96,12,97,None,None,9,702
96,11,97,None,None,0,0
96,1000,97,23.246.0.0,None,0,0
96,1120,97,198.45.52.0,None,0,0
97,12,98,None,None,9,702
97,11,98,None,None,0,0
97,1000,98,23.246.0.0,None,0,0
97,1120,98,198.45.52.0,None,0,0
98,12,99,None,None,14,1126
98,11,99,None,None,3,229
98,1000,99,23.246.0.0,None,0,0
98,1120,99,198.45.52.0,None,0,0
99,12,100,None,None,13,954
99,11,100,None,None,3,251
99,1000,100,23.246.0.0,None,0,0
99,1120,100,198.45.52.0,None,0,0
100,12,101,None,None,10,814
100,11,101,None,None,3,251
100,1000,101,23.246.0.0,None,0,0
100,1120,101,198.45.52.0,None,0,0
101,12,102,None,None,5,372
101,11,102,None,None,3,304
101,1000,102,23.246.0.0,None,0,0
101,1120,102,198.45.52.0,None,0,0
102,12,103,None,None,5,390
102,11,103,None,None,0,0
102,1000,103,23.246.0.0,None,0,0
102,1120,103,198.45.52.0,None,0,0
103,12,104,None,None,2,226
103,11,105,None,None,3,335
103,1000,104,23.246.0.0,None,0,0
103,1120,104,198.45.52.0,None,0,0
104,12,106,None,None,1,60
104,11,106,None,None,0,0
104,1000,106,23.246.0.0,None,0,0
104,1120,105,198.45.52.0,None,0,0
105,12,107,None,None,8,624
105,11,107,None,None,0,0
105,1000,107,23.246.0.0,None,0,0
105,1120,107,198.45.52.0,None,0,0
106,12,108,None,None,9,702
106,11,108,None,None,1,119
106,1000,108,23.246.0.0,None,0,0
106,1120,108,198.45.52.0,None,0,0
107,12,109,None,None,0,0
107,11,109,None,None,1,119
107,1000,109,23.246.0.0,None,0,0
107,1120,109,198.45.52.0,None,0,0
108,12,110,None,None,1,60
108,11,110,None,None,1,60
108,1000,110,23.246.0.0,None,0,0
108,1120,110,198.45.52.0,None,0,0
109,12,111,None,None,0,0
109,11,111,None,None,0,0
109,1000,111,23.246.0.0,None,0,0
109,1120,111,198.45.52.0,None,0,0
110,12,112,None,None,1,78
110,11,112,None,None,1,119
110,1000,112,23.246.0.0,None,0,0
110,1120,112,198.45.52.0,None,0,0
111,12,113,None,None,4,364
111,11,113,None,None,0,0
111,1000,113,23.246.0.0,None,0,0
111,1120,113,198.45.52.0,None,0,0
112,12,114,None,None,9,717
112,11,114,None,None,0,0
112,1000,114,23.246.0.0,None,0,0
112,1120,114,198.45.52.0,None,0,0
113,12,115,None,None,16,2924
113,11,115,None,None,13,5108
113,1000,115,23.246.0.0,None,0,0
113,1120,115,198.45.52.0,None,0,0
114,12,116,None,None,6,649
114,11,116,None,None,3,589
114,1000,116,23.246.0.0,None,0,0
114,1120,116,198.45.52.0,None,0,0
115,12,117,None,None,1,78
115,11,117,None,None,0,0
115,1000,117,23.246.0.0,None,0,0
115,1120,117,198.45.52.0,None,0,0
116,12,118,None,None,0,0
116,11,118,None,None,0,0
116,1000,118,23.246.0.0,None,0,0
116,1120,118,198.45.52.0,None,0,0
117,12,119,None,None,1,78
117,11,119,None,None,0,0
117,1000,119,23.246.0.0,None,0,0
117,1120,119,198.45.52.0,None,0,0
118,12,120,None,None,0,0
118,11,120,None,None,0,0
118,1000,120,23.246.0.0,None,0,0
118,1120,120,198.45.52.0,None,0,0
119,12,121,None,None,8,618
119,11,121,None,None,3,418
119,1000,121,23.246.0.0,None,0,0
119,1120,121,198.45.52.0,None,0,0
120,12,122,None,None,4,312
120,11,122,None,None,0,0
120,1000,122,23.246.0.0,None,0,0
120,1120,122,198.45.52.0,None,0,0
121,12,123,None,None,10,762
121,11,123,None,None,0,0
121,1000,123,23.246.0.0,None,0,0
121,1120,123,198.45.52.0,None,0,0
122,12,124,None,None,8,624
122,11,124,None,None,1,119
122,1000,124,23.246.0.0,None,0,0
122,1120,124,198.45.52.0,None,0,0
123,12,125,None,None,8,624
123,11,125,None,None,0,0
123,1000,125,23.246.0.0,None,0,0
123,1120,125,198.45.52.0,None,0,0
124,12,126,None,None,10,756
124,11,126,None,None,2,132
124,1000,126,23.246.0.0,None,0,0
124,1120,126,198.45.52.0,None,0,0
125,12,127,None,None,12,957
125,11,127,None,None,1,227
125,1000,127,23.246.0.0,None,0,0
125,1120,127,198.45.52.0,None,0,0
126,12,128,None,None,22,2007
126,11,128,None,None,5,5128
126,1000,128,23.246.0.0,None,0,0
126,1120,128,198.45.52.0,None,0,0
127,12,129,None,None,26,3771
127,11,129,None,None,14,6884
127,1000,129,23.246.0.0,None,0,0
127,1120,129,198.45.52.0,None,0,0
128,12,130,None,None,53,11296
128,11,130,None,None,16,17291
128,1000,130,23.246.0.0,None,0,0
128,1120,130,198.45.52.0,None,0,0
129,12,131,None,None,18,1402
129,11,131,None,None,12,14221
129,1000,131,23.246.0.0,None,0,0
129,1120,131,198.45.52.0,None,0,0
130,12,132,None,None,2,156
130,11,132,None,None,1,119
130,1000,132,23.246.0.0,None,0,0
130,1120,132,198.45.52.0,None,0,0
131,12,133,None,None,19,3165
131,11,133,None,None,3,449
131,1000,133,23.246.0.0,None,4,296
131,1120,133,198.45.52.0,None,0,0
132,12,134,None,None,722,52681
132,11,134,None,None,255,1180136
132,1000,134,23.246.0.0,None,149,833005
132,1120,134,198.45.52.0,None,0,0
133,12,135,None,None,127,9314
133,11,135,None,None,24,102185
133,1000,135,23.246.0.0,None,18,123957
133,1120,135,198.45.52.0,None,0,0
134,12,136,None,None,8,624
134,11,136,None,None,0,0
134,1000,136,23.246.0.0,None,0,0
134,1120,136,198.45.52.0,None,0,0
135,12,137,None,None,11,904
135,11,137,None,None,0,0
135,1000,137,23.246.0.0,None,0,0
135,1120,137,198.45.52.0,None,0,0
136,12,138,None,None,9,702
136,11,138,None,None,0,0
136,1000,138,23.246.0.0,None,0,0
136,1120,138,198.45.52.0,None,0,0
137,12,140,None,None,9,702
137,11,140,None,None,0,0
137,1000,140,23.246.0.0,None,0,0
137,1120,139,198.45.52.0,None,0,0
138,12,141,None,None,10,780
138,11,141,None,None,0,0
138,1000,141,23.246.0.0,None,0,0
138,1120,140,198.45.52.0,None,0,0
139,12,142,None,None,5,390
139,11,142,None,None,0,0
139,1000,142,23.246.0.0,None,0,0
139,1120,142,198.45.52.0,None,0,0
140,12,143,None,None,7,652
140,11,143,None,None,0,0
140,1000,143,23.246.0.0,None,0,0
140,1120,143,198.45.52.0,None,0,0
141,12,144,None,None,4,312
141,11,144,None,None,0,0
141,1000,144,23.246.0.0,None,0,0
141,1120,144,198.45.52.0,None,0,0
142,12,145,None,None,2,156
142,11,145,None,None,0,0
142,1000,145,23.246.0.0,None,0,0
142,1120,145,198.45.52.0,None,0,0
143,12,146,None,None,5,390
143,11,146,None,None,0,0
143,1000,146,23.246.0.0,None,0,0
143,1120,146,198.45.52.0,None,0,0
144,12,147,None,None,5,390
144,11,147,None,None,0,0
144,1000,147,23.246.0.0,None,0,0
144,1120,147,198.45.52.0,None,0,0
145,12,148,None,None,1,78
145,11,148,None,None,1,119
145,1000,148,23.246.0.0,None,0,0
145,1120,148,198.45.52.0,None,0,0
146,12,149,None,None,1,78
146,11,149,None,None,0,0
146,1000,149,23.246.0.0,None,0,0
146,1120,149,198.45.52.0,None,0,0
147,12,150,None,None,2,156
147,11,150,None,None,0,0
147,1000,150,23.246.0.0,None,0,0
147,1120,150,198.45.52.0,None,0,0
148,12,151,None,None,1,78
148,11,151,None,None,0,0
148,1000,151,23.246.0.0,None,0,0
148,1120,151,198.45.52.0,None,0,0
149,12,152,None,None,3,217
149,11,152,None,None,1,60
149,1000,152,23.246.0.0,None,0,0
149,1120,152,198.45.52.0,None,0,0
150,12,153,None,None,4,294
150,11,153,None,None,0,0
150,1000,153,23.246.0.0,None,0,0
150,1120,153,198.45.52.0,None,0,0
151,12,154,None,None,5,390
151,11,154,None,None,0,0
151,1000,154,23.246.0.0,None,0,0
151,1120,154,198.45.52.0,None,0,0
152,12,155,None,None,3,234
152,11,155,None,None,0,0
152,1000,155,23.246.0.0,None,0,0
152,1120,155,198.45.52.0,None,0,0
153,12,156,None,None,1,78
153,11,156,None,None,0,0
153,1000,156,23.246.0.0,None,0,0
153,1120,156,198.45.52.0,None,0,0
154,12,157,None,None,1,78
154,11,157,None,None,0,0
154,1000,157,23.246.0.0,None,0,0
154,1120,157,198.45.52.0,None,0,0
155,12,158,None,None,0,0
155,11,158,None,None,0,0
155,1000,158,23.246.0.0,None,0,0
155,1120,158,198.45.52.0,None,0,0
156,12,159,None,None,0,0
156,11,159,None,None,0,0
156,1000,159,23.246.0.0,None,0,0
156,1120,159,198.45.52.0,None,0,0
157,12,160,None,None,3,286
157,11,160,None,None,0,0
157,1000,160,23.246.0.0,None,0,0
157,1120,160,198.45.52.0,None,0,0
158,12,161,None,None,2,226
158,11,161,None,None,0,0
158,1000,161,23.246.0.0,None,0,0
158,1120,161,198.45.52.0,None,0,0
159,12,162,None,None,2,120
159,11,162,None,None,0,0
159,1000,162,23.246.0.0,None,0,0
159,1120,162,198.45.52.0,None,0,0
160,12,163,None,None,1,60
160,11,163,None,None,0,0
160,1000,163,23.246.0.0,None,0,0
160,1120,163,198.45.52.0,None,0,0
161,12,164,None,None,3,286
161,11,164,None,None,1,119
161,1000,164,23.246.0.0,None,0,0
161,1120,164,198.45.52.0,None,0,0
162,12,165,None,None,1,60
162,11,165,None,None,0,0
162,1000,165,23.246.0.0,None,0,0
162,1120,165,198.45.52.0,None,0,0
163,12,167,None,None,1,60
163,11,167,None,None,0,0
163,1000,167,23.246.0.0,None,0,0
163,1120,166,198.45.52.0,None,0,0
164,12,168,None,None,1,60
164,11,168,None,None,0,0
164,1000,168,23.246.0.0,None,0,0
164,1120,168,198.45.52.0,None,0,0
165,12,169,None,None,1,60
165,11,169,None,None,0,0
165,1000,169,23.246.0.0,None,0,0
165,1120,169,198.45.52.0,None,0,0
166,12,170,None,None,1,60
166,11,170,None,None,0,0
166,1000,170,23.246.0.0,None,0,0
166,1120,170,198.45.52.0,None,0,0
167,12,171,None,None,2,171
167,11,171,None,None,0,0
167,1000,171,23.246.0.0,None,0,0
167,1120,171,198.45.52.0,None,0,0
168,12,172,None,None,1,111
168,11,172,None,None,0,0
168,1000,172,23.246.0.0,None,0,0
168,1120,172,198.45.52.0,None,0,0
169,12,173,None,None,2,183
169,11,173,None,None,0,0
169,1000,173,23.246.0.0,None,0,0
169,1120,173,198.45.52.0,None,0,0
170,12,174,None,None,0,0
170,11,174,None,None,0,0
170,1000,174,23.246.0.0,None,0,0
170,1120,174,198.45.52.0,None,0,0
171,12,175,None,None,1,111
171,11,175,None,None,0,0
171,1000,175,23.246.0.0,None,0,0
171,1120,175,198.45.52.0,None,0,0
172,12,176,None,None,1,744
172,11,176,None,None,0,0
172,1000,176,23.246.0.0,None,0,0
172,1120,176,198.45.52.0,None,0,0
173,12,177,None,None,0,0
173,11,177,None,None,0,0
173,1000,177,23.246.0.0,None,0,0
173,1120,177,198.45.52.0,None,0,0
174,12,178,None,None,0,0
174,11,178,None,None,0,0
174,1000,178,23.246.0.0,None,0,0
174,1120,178,198.45.52.0,None,0,0
175,12,179,None,None,0,0
175,11,179,None,None,0,0
175,1000,179,23.246.0.0,None,0,0
175,1120,179,198.45.52.0,None,0,0
176,12,180,None,None,0,0
176,11,180,None,None,0,0
176,1000,180,23.246.0.0,None,0,0
176,1120,180,198.45.52.0,None,0,0
177,12,181,None,None,0,0
177,11,181,None,None,0,0
177,1000,181,23.246.0.0,None,0,0
177,1120,181,198.45.52.0,None,0,0
178,12,182,None,None,1,111
178,11,182,None,None,0,0
178,1000,182,23.246.0.0,None,0,0
178,1120,182,198.45.52.0,None,0,0
179,12,183,None,None,1,60
179,11,183,None,None,0,0
179,1000,183,23.246.0.0,None,0,0
179,1120,183,198.45.52.0,None,0,0
180,12,184,None,None,1,111
180,11,184,None,None,0,0
180,1000,184,23.246.0.0,None,0,0
180,1120,184,198.45.52.0,None,0,0
181,12,185,None,None,0,0
181,11,185,None,None,0,0
181,1000,185,23.246.0.0,None,0,0
181,1120,185,198.45.52.0,None,0,0
182,12,186,None,None,0,0
182,11,186,None,None,0,0
182,1000,186,23.246.0.0,None,0,0
182,1120,186,198.45.52.0,None,0,0
183,12,187,None,None,1,111
183,11,187,None,None,0,0
183,1000,187,23.246.0.0,None,0,0
183,1120,187,198.45.52.0,None,0,0
184,12,188,None,None,0,0
184,11,188,None,None,0,0
184,1000,188,23.246.0.0,None,0,0
184,1120,188,198.45.52.0,None,0,0
185,12,189,None,None,0,0
185,11,189,None,None,0,0
185,1000,189,23.246.0.0,None,0,0
185,1120,189,198.45.52.0,None,0,0
186,12,190,None,None,3,286
186,11,190,None,None,2,194
186,1000,190,23.246.0.0,None,0,0
186,1120,190,198.45.52.0,None,0,0
187,12,191,None,None,1,123
187,11,191,None,None,1,97
187,1000,191,23.246.0.0,None,0,0
187,1120,191,198.45.52.0,None,0,0
188,12,193,None,None,1,60
188,11,193,None,None,3,291
188,1000,193,23.246.0.0,None,0,0
188,1120,192,198.45.52.0,None,0,0
189,12,194,None,None,1,60
189,11,194,None,None,1,97
189,1000,194,23.246.0.0,None,2,132
189,1120,194,198.45.52.0,None,0,0
190,12,195,None,None,4,346
190,11,195,None,None,4,410
190,1000,195,23.246.0.0,None,7,444
190,1120,195,198.45.52.0,None,0,0
191,12,196,None,None,1,60
191,11,196,None,None,1,97
191,1000,196,23.246.0.0,None,6,390
191,1120,196,198.45.52.0,None,0,0
192,12,197,None,None,3,262
192,11,197,None,None,4,326
192,1000,197,23.246.0.0,None,7,462
192,1120,197,198.45.52.0,None,0,0
193,12,198,None,None,2,120
193,11,198,None,None,1,97
193,1000,198,23.246.0.0,None,1,66
193,1120,198,198.45.52.0,None,0,0
194,12,199,None,None,1,60
194,11,199,None,None,1,66
194,1000,199,23.246.0.0,None,2,132
194,1120,199,198.45.52.0,None,0,0
195,12,200,None,None,8,555
195,11,200,None,None,5,395
195,1000,200,23.246.0.0,None,2,132
195,1120,200,198.45.52.0,None,0,0
196,12,201,None,None,116,9362
196,11,201,None,None,35,169461
196,1000,201,23.246.0.0,None,0,0
196,1120,201,198.45.52.0,None,0,0
197,12,202,None,None,7,692
197,11,202,None,None,4,541
197,1000,202,23.246.0.0,None,0,0
197,1120,202,198.45.52.0,None,0,0
198,12,203,None,None,14,1042
198,11,203,None,None,9,912
198,1000,203,23.246.0.0,None,1,66
198,1120,203,198.45.52.0,None,0,0
199,12,204,None,None,42,3183
199,11,204,None,None,11,59387
199,1000,204,23.246.0.0,None,3,192
199,1120,204,198.45.52.0,None,0,0
200,12,205,None,None,7,547
200,11,205,None,None,1,272
200,1000,205,23.246.0.0,None,0,0
200,1120,205,198.45.52.0,None,0,0
201,12,206,None,None,16,1236
201,11,206,None,None,1,66
201,1000,206,23.246.0.0,None,0,0
201,1120,206,198.45.52.0,None,0,0
202,12,207,None,None,26,2014
202,11,207,None,None,3,364
202,1000,207,23.246.0.0,None,0,0
202,1120,207,198.45.52.0,None,0,0
203,12,208,None,None,47,4229
203,11,208,None,None,14,9682
203,1000,208,23.246.0.0,None,0,0
203,1120,208,198.45.52.0,None,0,0
204,12,209,None,None,36,3143
204,11,209,None,None,10,6655
204,1000,209,23.246.0.0,None,0,0
204,1120,209,198.45.52.0,None,0,0
205,12,210,None,None,22,1716
205,11,210,None,None,0,0
205,1000,210,23.246.0.0,None,0,0
205,1120,210,198.45.52.0,None,0,0
206,12,211,None,None,20,1560
206,11,211,None,None,0,0
206,1000,211,23.246.0.0,None,0,0
206,1120,211,198.45.52.0,None,0,0
207,12,212,None,None,14,1092
207,11,212,None,None,0,0
207,1000,212,23.246.0.0,None,0,0
207,1120,212,198.45.52.0,None,0,0
208,12,213,None,None,11,840
208,11,213,None,None,0,0
208,1000,213,23.246.0.0,None,0,0
208,1120,213,198.45.52.0,None,0,0
209,12,214,None,None,8,624
209,11,214,None,None,0,0
209,1000,214,23.246.0.0,None,0,0
